"name","gender","ethnicity","isomerism","orientation","disability","year","domain","manwhitecisable","manwhitecis","manwhite","minoritized","poc"
"Brenda Miller","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"DoDo Jin Ming","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Roger Minick","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Dean Lamont Mitchell","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kozo Miyoshi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Andrew Moore","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Abelardo Morell","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Dan Namingha","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"John Neville","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mary Obering","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mayuni Oda","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Julio César Peña Peralta","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Marcia Resnick","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Susan Ressler","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Garry Rich","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Murray Riss","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Alison Rossiter","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Susan Rothenberg","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Cathie Ruggie-Saunders","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Larry W. Schwarm","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Roger Yukata Shimomura","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Shahzia Sikander","woman","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Dayanita Singh","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Elizabeth Sisco","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Rena Small","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Kiki Smith","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Luther Smith","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Patti Smith","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ned Smyth","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jerry Spagnoli","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"John Sparagana","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Buzz Spector","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"James C. Spencer","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Jules Spinatsch","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Karin Stegmaier","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Charles Swedlund","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Tenorio","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"George Timock","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Tip Toland","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Julia Upshaw","woman","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Lonnie Vigil","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Lee Waisler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Alex Webb","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"William Wegman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert A. Widdicombe","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Donald Roller Wilson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Byron Wolfe","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Alexander McQueen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Allice Pollock","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Baldeck Andrea","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Pfister Andrea","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Krajnc Anton","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ben af Schultén","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jones Benjamin","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bill Woodrow","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Carl Chiarenza","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Charles Harbutt","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Goseong Choi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"McCaw Chris","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Murphy Dan","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Hechter Daniel","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Shilling David","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David Zeldis","man","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Williams William Earle","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Osborne Elizabeth","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Avery Eric","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mariscal Javier Errando","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Gail Busch",NA,NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Hume Gary","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Nilsson Gladys","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jones Brian H.","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Helmut Lang","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Maxson Holly","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ibrahim Miranda","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Kerry James Marshall","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Irish Jane","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Packham Jenny","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jim Drain","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Dugdale John","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jonathan Muecke","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bedia JosAC","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"John E. Dowell, Jr.","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Julie Mehretu","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Malevich Kasimir","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kawasaki Kazuo","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ken Shimura","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Kim Sang Ku","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Tokumaru Kyoko","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Valledor Leo","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Koscianski Leonard","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Knauss Lewis","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Malick Sidibé","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ligenza Gabriela Maria","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mark Fox","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Maurie Kerrigan","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Zimiles Murray","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Neil Folberg","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Neil Winokur","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Singh Pamela","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Peter Pelzel","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Callas Peter","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Peter Campus","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Raghubir Singh","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Benson Richard","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Mapplethorpe","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"LaPelle Rodger","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Samuel Fosso","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Fujitsuka Shosei","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Shuji Takahashi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Douglas Takeshi Wolfe","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Browne Thom","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Oldham Todd","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Coller Ian van","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Vija Celmins","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Birch Willie","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Shin Young-ok","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Marina Abramovic","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Norman Ackroyd","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Donald Baechler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Boris Bally","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Rina Banerjee","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Fiona Banner","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"David Batchelor","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Walter Van Beirendonck","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ben Berns","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Karla Black","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jean Blackburn","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Kate Blacklock","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Tia Blassingame","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Marta Maria Perez Bravo","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Olaf Breuning","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ariel Broggi","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Tania Bruguera","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Peter Buchanan-Smith","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Margaret Carleton","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Christo","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Petah Coyne","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ken Currie","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Enrico David","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Louise DeCurtis","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jeremy Dine","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"John Divola","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Aaron Draplin","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stephen Durkee","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Vincent Ferri","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Robert Fitcher","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ceal Floyer","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mieke Gerritzen","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Liam Gillick","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Nan Goldin","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Sidney Goodman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Edward Grazda","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"K8 Hardy","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Walter Hatke","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Art Hazelwood","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Willy Heeks","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Adam Helms","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Brandon Herman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Chris Hibbard","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lubaina Himid","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Sandra Vásquez de la Horra","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Marine Hugonnier","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Takenobu Igarashi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Judith Jaidinger","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Luis Jimenez","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Rashid Johnson","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ben Jones","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mary Katrantzou","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Rei Kawakubo","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Brad Kayal","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Justin Kimball","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Calvin Klein","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mary Kocol","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Daniel Kruger","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Cheryl Laemmle","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Kevin Landers","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"William Larson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Deana Lawson","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ann Ledy","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Wendy Lehman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Thomas Loeser","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bill Lundberg","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Danny Lyon","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Linda MacNeil","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Salvatore Mancini","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Christian Marclay","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard Marquis","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stefan Martin","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Adam McEwen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lucy McKenzie","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Judy Kensley McKie","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Alexander McQueen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Julie Mehretu","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Yong Soon Min","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Nagrom Monceaux","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Louis Mueller","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Vik Muniz","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Yoonmi Nam","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Joseph Nechvatal","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Mike Nelson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joseph E. Norman","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Tom O'Sullivan","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Julian Opie","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Rick Owens","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Lisa Perez","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Grayson Perry","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ara Peterson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Paul Pfeiffer","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Peter Phillips","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lari Pittman","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Janis Provisor","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Marc Quinn","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Andrew Raftery","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Christina Ramberg","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Fahmi Reza","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Mika Rottenberg","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Sebastiao Salgado","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Michael Scheiner","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ida Schmulowitz","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Carolee Schneemann","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Bernhard Schobinger","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Howard Selina","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mary Shaffer","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ronaldus Shamask","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Shahzia Sikander","woman","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Sage Sohier","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Alec Soth","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kenn Speiser","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"LubomA-r Stacho","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Julian Stair","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Georgina Starr","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Pat Steir","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Meredith Stern","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Donald K. Sultan","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Merlin Szasz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Hulleah Tsinhnahjinnie","woman","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Camilo José Vergara","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jeroen Verhoeven","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Henry Wessel","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Emily Winter","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Karl Wirsum","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Wucius Wong","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Francesca Woodman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Lynne Yamamoto","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Daniel Zeller","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Marina Abramovic","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Vito Acconci","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Adams","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard Aldrich","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stan Allen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Terry Allen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Janine Antoni","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ron Arad","man","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Nobuyoshi Araki","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Shimon Attie","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Miriam Böhm","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Craig Bailey","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Barry X Ball","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Chris Ballantyne","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Maarten Baptist","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stephen Barker","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard Barnes","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Tina Barney","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Yto Barrada","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jean-Michel Basquiat","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jeff Benedetto","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ed Bereal","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jake Berthot","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Dawoud Bey","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"John Bielenberg","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jeremy Blake","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Gay Block","woman",NA,NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,NA
